0.000000 -1.676163
0.301030 -1.847363
0.477121 -1.945017
0.602060 -2.028841
0.698970 -2.067989
0.778151 -2.085723
0.845098 -2.118659
0.903090 -2.168470
0.954243 -2.187810
1.000000 -2.203359
1.041393 -2.198883
1.079181 -2.226471
1.113943 -2.248299
1.146128 -2.275082
1.176091 -2.283019
1.204120 -2.296652
1.230449 -2.294913
1.255273 -2.335422
1.278754 -2.337420
1.301030 -2.321337
1.322219 -2.336370
1.342423 -2.338912
1.361728 -2.385210
1.380211 -2.381645
1.397940 -2.392717
1.414973 -2.404099
1.431364 -2.420599
1.447158 -2.437135
1.462398 -2.423980
1.477121 -2.444310
1.491362 -2.423003
1.505150 -2.470380
1.518514 -2.455557
1.531479 -2.454795
1.544068 -2.443542
1.556303 -2.461336
1.568202 -2.486320
1.579784 -2.472301
1.591065 -2.508763
1.602060 -2.491988
1.612784 -2.522426
1.623249 -2.485303
1.633468 -2.515657
1.643453 -2.489760
1.653213 -2.511487
1.662758 -2.497089
1.672098 -2.558361
1.681241 -2.561494
1.690196 -2.517491
1.698970 -2.593217
1.707570 -2.556164
1.716003 -2.522381
1.724276 -2.501403
1.732394 -2.560863
1.740363 -2.553157
1.748188 -2.577438
1.755875 -2.571644
1.763428 -2.574995
1.770852 -2.613607
1.778151 -2.584343
1.785330 -2.562416
1.792392 -2.590374
1.799341 -2.622598
1.806180 -2.608752
1.812913 -2.650113
1.819544 -2.581818
1.826075 -2.638977
1.832509 -2.591245
1.838849 -2.639478
1.845098 -2.603882
1.851258 -2.632634
1.857332 -2.597974
1.863323 -2.633465
1.869232 -2.621310
1.875061 -2.649269
1.880814 -2.635517
1.886491 -2.643700
1.892095 -2.663159
1.897627 -2.640568
1.903090 -2.671598
1.908485 -2.655272
1.913814 -2.639750
1.919078 -2.687226
1.924279 -2.672018
1.929419 -2.660660
1.934498 -2.653659
1.939519 -2.682331
1.944483 -2.642787
1.949390 -2.704590
1.954243 -2.680949
1.959041 -2.676685
1.963788 -2.668134
1.968483 -2.645627
1.973128 -2.665763
1.977724 -2.708211
1.982271 -2.715431
1.986772 -2.737149
1.991226 -2.687005
1.995635 -2.704647
2.000000 -2.723151
2.004321 -2.735759
2.008600 -2.713350
2.012837 -2.710920
2.017033 -2.691530
2.021189 -2.723549
2.025306 -2.729862
2.029384 -2.677148
2.033424 -2.748110
2.037426 -2.716435
2.041393 -2.735310
2.045323 -2.740402
2.049218 -2.746399
2.053078 -2.720207
2.056905 -2.701913
2.060698 -2.756454
2.064458 -2.737026
2.068186 -2.763722
2.071882 -2.784594
2.075547 -2.736090
2.079181 -2.736429
2.082785 -2.782521
2.086360 -2.769393
2.089905 -2.792140
2.093422 -2.724305
2.096910 -2.689779
2.100371 -2.746752
2.103804 -2.795142
2.107210 -2.750916
2.110590 -2.797863
2.113943 -2.817029
2.117271 -2.774635
2.120574 -2.755944
2.123852 -2.804109
2.127105 -2.829573
2.130334 -2.817347
2.133539 -2.793097
2.136721 -2.813373
2.139879 -2.761846
2.143015 -2.775332
2.146128 -2.734908
2.149219 -2.835294
2.152288 -2.794029
2.155336 -2.793493
2.158362 -2.808761
2.161368 -2.838391
2.164353 -2.810924
2.167317 -2.787957
2.170262 -2.782654
2.173186 -2.789785
2.176091 -2.856692
2.178977 -2.805956
2.181844 -2.809414
2.184691 -2.830570
2.187521 -2.852872
2.190332 -2.802783
2.193125 -2.804077
2.195900 -2.792617
2.198657 -2.809566
2.201397 -2.777309
2.204120 -2.852655
2.206826 -2.843777
2.209515 -2.895114
2.212188 -2.874892
2.214844 -2.857935
2.217484 -2.857669
2.220108 -2.856683
2.222716 -2.839468
2.225309 -2.830944
2.227887 -2.843094
2.230449 -2.847063
2.232996 -2.871239
2.235528 -2.885277
2.238046 -2.851091
2.240549 -2.848480
2.243038 -2.852206
2.245513 -2.872179
2.247973 -2.903578
2.250420 -2.842555
2.252853 -2.828957
2.255273 -2.807886
2.257679 -2.857172
2.260071 -2.833740
2.262451 -2.828057
2.264818 -2.852921
2.267172 -2.859225
2.269513 -2.897931
2.271842 -2.912751
2.274158 -2.900335
2.276462 -2.939822
2.278754 -2.886785
2.281033 -2.932057
2.283301 -2.873419
2.285557 -2.878519
2.287802 -2.914134
2.290035 -2.884521
2.292256 -2.847569
2.294466 -2.835483
2.296665 -2.889201
2.298853 -2.883805
2.301030 -2.937328
2.303196 -2.921543
2.305351 -2.935750
2.307496 -2.908166
2.309630 -2.907849
2.311754 -2.911944
2.313867 -2.934205
2.315970 -2.928598
2.318063 -2.884896
2.320146 -2.901107
2.322219 -2.894360
2.324282 -2.890025
2.326336 -2.886431
2.328380 -2.894027
2.330414 -2.889495
2.332438 -2.888908
2.334454 -2.892517
2.336460 -2.895818
2.338456 -2.935991
2.340444 -2.958780
2.342423 -2.929822
2.344392 -2.954816
2.346353 -2.949876
2.348305 -2.994259
2.350248 -2.956058
2.352183 -2.943740
2.354108 -2.960336
2.356026 -2.901169
2.357935 -2.898223
2.359835 -2.905663
2.361728 -2.899762
2.363612 -2.917216
2.365488 -2.921970
2.367356 -2.905408
2.369216 -2.921956
2.371068 -2.914186
2.372912 -2.929067
2.374748 -2.919670
2.376577 -2.934101
2.378398 -2.923011
2.380211 -2.982234
2.382017 -2.957990
2.383815 -2.989388
2.385606 -2.997930
2.387390 -2.968900
2.389166 -2.997188
2.390935 -2.969803
2.392697 -3.001888
2.394452 -2.957186
2.396199 -2.954289
2.397940 -2.959365
2.399674 -2.939450
2.401401 -2.959910
2.403121 -2.963256
2.404834 -2.971925
2.406540 -2.957167
2.408240 -2.979653
2.409933 -2.953817
2.411620 -2.960155
2.413300 -2.998103
2.414973 -2.968810
2.416641 -2.955796
2.418301 -3.000120
2.419956 -3.020413
2.421604 -2.983395
2.423246 -2.962375
2.424882 -3.038697
2.426511 -3.039326
2.428135 -3.048897
2.429752 -3.036399
2.431364 -3.004460
2.432969 -3.059326
2.434569 -3.045521
2.436163 -3.013912
2.437751 -2.994700
2.439333 -3.020299
2.440909 -2.981459
2.442480 -3.018695
2.444045 -3.013290
2.445604 -3.008346
2.447158 -3.000586
2.448706 -2.999867
2.450249 -3.001274
2.451786 -2.985140
2.453318 -2.970510
2.454845 -2.934935
2.456366 -2.918612
2.457882 -2.937643
2.459392 -2.968587
2.460898 -2.995316
2.462398 -3.003396
2.463893 -3.022285
2.465383 -3.013725
2.466868 -3.032124
2.468347 -3.007215
2.469822 -2.999421
2.471292 -2.989696
2.472756 -2.975288
2.474216 -2.962927
2.475671 -2.996765
2.477121 -3.022449
2.478566 -3.022241
2.480007 -3.000303
2.481443 -3.010659
2.482874 -3.010278
2.484300 -3.026176
2.485721 -3.044624
2.487138 -3.054928
2.488551 -3.053847
2.489958 -3.053156
2.491362 -3.019345
2.492760 -3.018361
2.494155 -3.023863
2.495544 -3.025673
2.496930 -2.986188
2.498311 -2.988209
2.499687 -3.020848
2.501059 -3.021138
2.502427 -2.998045
2.503791 -3.023989
2.505150 -3.029636
2.506505 -3.005783
2.507856 -3.011201
2.509203 -3.025153
2.510545 -3.047416
2.511883 -3.038725
2.513218 -3.046142
2.514548 -3.012058
2.515874 -3.014654
2.517196 -3.043131
2.518514 -3.060417
2.519828 -3.072897
2.521138 -3.018406
2.522444 -2.999911
2.523746 -3.046557
2.525045 -3.044668
2.526339 -3.045900
2.527630 -3.014340
2.528917 -3.063515
2.530200 -3.056004
2.531479 -3.062996
2.532754 -3.000211
2.534026 -3.081122
2.535294 -3.079555
2.536558 -3.101351
2.537819 -3.052390
2.539076 -3.107172
2.540329 -3.103919
2.541579 -3.042799
2.542825 -3.099118
2.544068 -3.093514
2.545307 -3.060323
2.546543 -3.063720
2.547775 -3.101482
2.549003 -3.110299
2.550228 -3.051236
2.551450 -3.078055
2.552668 -3.070293
